Link,ID,Brand Name,Product Name,Calories,Caffeine Blend,Creatine,Beta-Alanine,L-Theanine,L-Citrulline,L-Tyrosine,Taurine,Betaine,Citrulline Malate,Agmatine Sulfate,Nitrosigine,Theobromine,Huperzine A
https://dsld.od.nih.gov/label/5732,5732,MHP Maximum Human Performance,Up Your Mass Cookies 'N Cream,802,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/5733,5733,MHP Maximum Human Performance,Up Your Mass Peanut Butter Cookie,510,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/5734,5734,MHP Maximum Human Performance,Up Your Mass Vanilla,510,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/5751,5751,MHP Maximum Human Performance,Dark Matter Blue Raspberry,240,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/5752,5752,MHP Maximum Human Performance,Dark Matter Fruit Punch,240,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/5756,5756,MHP Maximum Human Performance,Probolic-SR Chocolate,140,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/5757,5757,MHP Maximum Human Performance,Probolic-SR Cookies 'N Cream,150,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/5758,5758,MHP Maximum Human Performance,Probolic-SR Strawberry,140,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/5759,5759,MHP Maximum Human Performance,Probolic-SR Vanilla,130,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/5862,5862,GNC Pro Performance AMP,Amplified Endurance Booster Blue Raspberry,200,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/5863,5863,GNC Pro Performance AMP Advanced Muscle Performance,Amplified Muscle Igniter 4X Tropical Punch,20,200,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/5864,5864,GNC Pro Performance AMP,Amplified Endurance Booster Orange,200,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/6500,6500,MuscleTech Pro Series,Nitro Amino FX,20,0,0,0,0,0,0,-1,0,0,0,0,0,0
https://dsld.od.nih.gov/label/6633,6633,MRI,Pro-NOS French Vanilla Creme,300,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/9494,9494,Douglas Laboratories,Sports Performance Pro-PCA Fuel Training Session Formula,115,0,0,0,0,0,124,0,18,0,0,0,0,0
https://dsld.od.nih.gov/label/10026,10026,Body Fortress,Super Advanced NOS Blast Fruit Punch,60,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/10313,10313,Hi-Tech Pharmaceuticals,Creatine Overload,20,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/10320,10320,Hi-Tech Pharmaceuticals,Muscle Recovery-Rx Post-Workout And Nighttime Formula,12,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/10324,10324,Hi-Tech Pharmaceuticals,N.O. Overload Pre-Workout Formula Pounding Punch Flavor,8,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12354,12354,Goliath Labs,Deep Cell Matrix Raging OJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12456,12456,Gamma Labs,PTF Tropical Punch,5,150,0,0,0,0,-1,0,0,0,0,0,0,-1
https://dsld.od.nih.gov/label/12530,12530,BPI,Amino Acid Sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12625,12625,MusclePharm,Assault Green Apple,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12634,12634,GNC Pro Performance,100% Egg Protein Vanilla Ice Cream,120,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12800,12800,GNC Beyond Raw,Ravage Orange,15,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12807,12807,CytoSport,Monster Food Chocolate,860,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12810,12810,CytoSport,Monster Food Vanilla,860,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12817,12817,CytoSport,Monster Maize Blue Raspberry,160,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12856,12856,CytoSport,Monster Amino Fruit Punch,10,0,0,0,0,0,56,0,0,1000,0,0,0,0
https://dsld.od.nih.gov/label/12862,12862,CytoSport,Monster Amino Blue Raspberry,10,0,0,0,0,0,56,0,0,1000,0,0,0,0
https://dsld.od.nih.gov/label/12870,12870,Betancourt Nutrition,BIG BLEND Proteosynthetic Vanilla Cappuccino,120,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12897,12897,Betancourt Nutrition,PHOSFLEX Creatine Sugar Free Watermelon,200,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12900,12900,Betancourt Nutrition,PHOSFLEX Creatine Sugar Free Fruit Punch,200,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/12943,12943,CytoSport,Whey Isolate Chocolate,110,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/13217,13217,GNC Beyond Raw,Re-Feed Double Chocolate,160,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/13228,13228,GNC Beyond Raw,Re-Feed Vanilla Ice Cream,160,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/13233,13233,GNC Beyond Raw,Re-Power Fruit Punch,25,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/13240,13240,GNC Beyond Raw,Re-Power Orange,25,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/13287,13287,BioChem Sports,Tri Protein Plus Powder Vanilla,180,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/13297,13297,BioChem Sports,Tri Protein Plus Powder Chocolate,170,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/13347,13347,MuscleMeds,Carnivor Vanilla Caramel,124,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/13361,13361,MuscleMeds,Carnivor Vanilla Caramel,124,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/13369,13369,Scivation,XTEND Lemon Lime Sour,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
https://dsld.od.nih.gov/label/14346,14346,ON Optimum Nutrition,Essential Amin.O. Energy Orange Cooler,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/14347,14347,ON Optimum Nutrition,Essential Amin.O. Energy Fruit Fusion,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/14426,14426,BPI,1.M.R Grape Bubblegum,6,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/14430,14430,Ronnie Cole Signature Series,Ressurect-P.M. Blue Razz Dream,4,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/14432,14432,BPI,1.M.R Cherry Lime,6,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/14433,14433,BPI,1.M.R Lemon Lime,6,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/14467,14467,CytoSport,Muscle Milk Brownie Batter,300,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/14498,14498,CytoSport,Muscle Milk Orange Creme,350,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/14522,14522,CytoSport,Muscle Milk Strawberry Banana,638,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/14591,14591,Image Sports,SAAs Silk Amino Acid Energy Watermelon,0,50,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/14618,14618,CytoSport,Monster Amino Sour Apple,10,0,0,0,0,0,56,0,0,1000,0,0,0,0
https://dsld.od.nih.gov/label/14624,14624,CytoSport,Monster Amino Sour Grape,10,0,0,0,0,0,56,0,0,1000,0,0,0,0
https://dsld.od.nih.gov/label/14748,14748,ON Optimum Nutrition,Essential Amin.O. Energy Concord Grape,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/14961,14961,Ronnie Coleman Signature Series,Resurrect-P.M. Midnight Grape,4,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/15688,15688,MET-Rx,Amped ECN NOS Grape Bubblegum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/15791,15791,MRI Endurance,EO2 Edge Cola,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/15800,15800,MRI Endurance,EO2 Edge Tropical Punch,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/15824,15824,MRI,NO2 Red Hemo Surge Berry Blizzard,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/15838,15838,MRI,NO2 Red Hemo Surge Tropical Freeze,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/15846,15846,MRI,NO2 Red Hemo Surge Coconut,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/15853,15853,MRI,NO2 Red Hemo Surge Watermelon,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16596,16596,GENR8,Vitargo S2 Muscle Fuel & Recovery Natural Grape Flavor,280,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16607,16607,GENR8,Vitargo S2 Muscle Fuel & Recovery Natural Grape Flavor,280,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16610,16610,GENR8,Vitargo S2 Muscle Fuel & Recovery Natural Juicy Orange Flavor,280,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16614,16614,GENR8,Vitargo S2 Muscle Fuel & Recovery Natural Juicy Orange Flavor,280,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16616,16616,GENR8,Vitargo S2 Muscle Fuel & Recovery Natural Tropical Fruit Flavor,280,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16618,16618,GENR8,Vitargo S2 Muscle Fuel & Recovery Natural Tropical Fruit Flavor,280,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16620,16620,GENR8,Vitargo S2 Muscle Fuel & Recovery Unflavored/Unsweetened,280,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16621,16621,GENR8,Vitargo S2 Muscle Fuel & Recovery Unflavored/Unsweetened,280,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16772,16772,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Vanilla,120,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16785,16785,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Strawberry,110,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16786,16786,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Banana Cream,110,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16787,16787,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Chocolate Caramel,120,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16789,16789,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Mixed Berry,110,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16790,16790,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Cookies & Cream,120,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16792,16792,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Chocolate,130,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16794,16794,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Strawberry,110,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16796,16796,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Mixed Berry,110,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16797,16797,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Chocolate,130,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16799,16799,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Vanilla,120,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16841,16841,GNC Pro Performance,Whey Protein Complex Powdered Drink Mix Vanilla,100,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16844,16844,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Cookies & Cream,120,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16845,16845,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Strawberry,110,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16863,16863,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Strawberry Banana,110,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16865,16865,GNC Pro Performance,100% Whey Protein Powdered Drink Mix Unflavored,110,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/16866,16866,GNC Pro Performance,Whey Isolate 28 Cookies And Cream,130,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17577,17577,ON Optimum Nutrition,Natural Pro Complex Vanilla,290,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17580,17580,ON Optimum Nutrition,Natural Pro Complex Chocolate,300,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17596,17596,ON Optimum Nutrition,Essential Amin.O. Energy Fruit Punch,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17602,17602,ON Optimum Nutrition,Essential Amin.O. Energy Concord Grape,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17614,17614,ON Optimum Nutrition,Essential Amin.O. Energy Orange Cooler,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17636,17636,ON Optimum Nutrition,Essential Amin.O. Energy Blue Raspberry,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17651,17651,ON Optimum Nutrition,Platinum Pre- Fruit Punch,5,200,0,0,0,2000,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17656,17656,ON Optimum Nutrition,Platinum Pre-Raspberry Lemonade,5,200,0,0,0,2000,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17662,17662,ON Optimum Nutrition,Platinum Pre-Superfruit Pomegranate Blueberry Acai,5,200,0,0,0,2000,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17929,17929,MusclePharm,Assault Fruit Punch,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17953,17953,MusclePharm,Assault Rasberry Lemonade,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17956,17956,MusclePharm,Assault Blue Arctic Rasberry,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17958,17958,MusclePharm,Assault Orange Mango,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17967,17967,MusclePharm,Assault Watermelon,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17968,17968,MusclePharm,Amino 1 Fruit Punch,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17972,17972,MusclePharm,Amino 1 Fruit Punch,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17976,17976,MusclePharm,Assault Grape Blast,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17986,17986,MusclePharm,Assault Fruit Punch,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/17990,17990,MusclePharm,Assault Grape Blast,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18001,18001,MusclePharm,Assault Raspberry Lemonade,40,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18016,18016,MusclePharm,Amino 1 Orange Mango,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18018,18018,MusclePharm,Amino 1 Orange Mango,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18019,18019,MusclePharm,Amino 1 Lemon Lime,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18020,18020,MusclePharm,Amino 1 Lemon Lime,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18021,18021,MusclePharm,Amino 1 Lemon Lime,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18022,18022,MusclePharm,Amino 1 Fruit Punch,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18024,18024,MusclePharm,Amino 1 Cherry Limeade,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18027,18027,MusclePharm,Amino 1 Cherry Limeade,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18030,18030,MusclePharm,Amino 1 Cherry Limeade,5,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18032,18032,MusclePharm,Hybrid N.O. Cherry Limeade,10,0,0,0,0,0,0,0,0,750,-1,0,0,0
https://dsld.od.nih.gov/label/18033,18033,MusclePharm,Hybrid N.O. Fruit Punch,10,0,0,0,0,0,0,0,0,750,-1,0,0,0
https://dsld.od.nih.gov/label/18062,18062,Progressive Nutritional Therapies,PhytoBerry,60,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18067,18067,MusclePharm,Re-Con Watermelon,90,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18079,18079,MusclePharm,Re-Con Orange Mango,100,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18084,18084,Betancourt Nutrition,Big Blend Proteosynthetic French Vanilla,120,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18150,18150,Precision Engineered,NOS Blast Creatine Nitro Solution Blue Raspberry,30,100,0,0,0,0,-1,-1,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18340,18340,Image Sports,SAAs Silk Amino Acid Energy Fruit Punch,0,50,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18341,18341,Image Sports,SAAs Watermelon,0,50,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18342,18342,Image Sports,Vein Fruit Punch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18344,18344,Image Sports,Vein Watermelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18381,18381,Image Sports,Vein,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18383,18383,PacificHealth Laboratories,Endurox R4 Fruit Punch,270,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18390,18390,PacificHealth Laboratories,Endurox R4 Tangy Orange,270,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18394,18394,PacificHealth Laboratories,Endurox R4 Chocolate,270,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18406,18406,PacificHealth Laboratories,Endurox R4 Tangy Orange,270,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18410,18410,PacificHealth Laboratories,Endurox R4 Vanilla,270,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18411,18411,PacificHealth Laboratories,Endurox R4 Fruit Punch,270,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18413,18413,PacificHealth Laboratories,Endurox R4 Chocolate,270,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18414,18414,PacificHealth Laboratories,Endurox R4 Lemon Lime,270,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18452,18452,GNC Pro Performance AMP,Amplified Recovery Protein XR Chocolate,260,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18469,18469,GNC Pro Performance AMP,Amplified Recovery Protein XR Vanilla,260,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18540,18540,GNC Pro Performance,Amplified Muscle Igniter 4X Fruit Punch,20,152,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18568,18568,GAT,Nitraflex Hyperemia & Testosterone Enhancing Pwd Fruit Punch Flavor Profile,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18572,18572,BPI,Blox Green Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18573,18573,BPI,Blox Fruit Punch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18574,18574,BPI,Blox Blue Raspberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18576,18576,BPI,Blox Green Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18577,18577,BPI,Blox Lemonade,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18578,18578,BPI,Blox Watermelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18579,18579,BPI,Blox Fruit Punch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18599,18599,BPI,Rush Fruit Punch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18602,18602,GAT,Nitraflex Hyperemia & Testosterone Enhancing Pwd Pineapple Flavor Profile,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18626,18626,BPI,Blox Watermelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18638,18638,BPI,Blox Grape,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18640,18640,BPI,Blox Grape,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18731,18731,Dymatize Nutrition,Elite Fusion 7 Mochaccino Rush,190,100,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18761,18761,VPX,Stealth Cookies & Cream,545,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18773,18773,Ronnie Cole Signature Series,Myo-Blitz Fruit Punch Fusion,8,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18775,18775,Ronnie Cole Signature Series,Testogen-XR Tropical Berry,8,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18779,18779,Ronnie Cole Signature Series,Myo-Blitz Watermelon Rage,8,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18784,18784,All American EFX,Karbolyn Fearless Fruit Punch,200,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18793,18793,Ronnie Cole Signature Series,Pro-Antium Vanilla Wafer Crisp,192,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18798,18798,Ronnie Cole Signature Series,Pro-Antium Strawberry Shortcake,192,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18800,18800,Ronnie Cole Signature Series,Pro-Antium Double Chocolate Cookie,196,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18819,18819,BSN,Amino X Fruit Punch,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18839,18839,VPX,12 Gauge Shotgun Exotic Fruit,16,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18868,18868,VPX,12 Gauge Shotgun Watermelon,16,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18870,18870,VPX,12 Gauge Shotgun Grape Bubblegum,16,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18876,18876,BSN,Cellmass 2.0 Arctic Berry,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18878,18878,BSN,Cellmass 2.0 Blue Raz,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18879,18879,BSN,Cellmass 2.0 Grape,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18880,18880,BSN,Cellmass 2.0 Watermelon,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18897,18897,BSN,N.O.-Xplode 2.0 Orange,25,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18905,18905,MHP Maximum Human Performance,Probolic-SR Orange Cream,130,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18915,18915,BSN,Evotest Black Cherry,10,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18941,18941,MuscleMeds,Carnivor Blue Raspberry,116,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/18945,18945,MuscleMeds,Carnivor Chocolate,124,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/19092,19092,PharmaFreak,Amino Freak AF Blue Raspberry Flavour,0,0,0,0,25,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/19116,19116,PharmaFreak,Ripped Freak RF Pre-Workout Blue Raspberry Flavor,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/19180,19180,MHP Maximum Human Performance,Up Your Mass Fudge Brownie,802,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/19190,19190,MHP Maximum Human Performance,Up Your Mass CinnaBun,802,0,0,0,0,0,0,0,0,0,0,0,0,0
https://dsld.od.nih.gov/label/19193,19193,MHP Maximum Human Performance,Up Your Mass Vanilla,802,0,0,0,0,0,0,0,0,0,0,0,0,0
